Ticker Symbol,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Earnings Before Interest and Tax,Fixed Assets,Gross Margin,Gross Profit,Income Tax,Inventory,Investments,Liabilities,Net Borrowings,Net Cash Flow,Net Income,Net Income Applicable to Common Shareholders,Operating Income,Operating Margin,Profit Margin,Retained Earnings,Total Assets,Total Liabilities,Earnings Per Share
GWW,2013-12-31,1098504000.0,-126465000.0,3970000.0,25.0,-272145000.0,36.0,430644000.0,-23636000.0,54830000.0,5301275000.0,255.0,1300824000.0,1208562000.0,44.0,4136483000.0,479850000.0,1305520000.0,0.0,75470000.0,-26326000.0,-21419000.0,797036000.0,797036000.0,1296854000.0,14.0,8.0,5822612000.0,3044285000.0,5266328000.0,70471794.8718
GWW,2014-12-31,1181416000.0,-122580000.0,-2638000.0,25.0,-387390000.0,18.0,226644000.0,-92443000.0,54830000.0,5650711000.0,235.0,1344479000.0,1324346000.0,43.0,4314242000.0,522090000.0,1356396000.0,0.0,74252000.0,-23959000.0,-204000000.0,801729000.0,801729000.0,1347117000.0,14.0,8.0,6335990000.0,2967549000.0,5283049000.0,69174201.8982
GWW,2015-12-31,1188116000.0,-3085000.0,-4304000.0,34.0,-373868000.0,16.0,290136000.0,-37737000.0,54830000.0,5741956000.0,170.0,1284276000.0,1431241000.0,42.0,4231428000.0,465531000.0,1414177000.0,-20382000.0,-67954000.0,1555556000.0,63492000.0,768996000.0,768996000.0,1300320000.0,13.0,8.0,6802130000.0,3048642000.0,5857755000.0,65782378.1009
HAL,2013-12-31,3751000000.0,-449000000.0,-43000000.0,16.0,-2934000000.0,47.0,2356000000.0,-107000000.0,2680000000.0,24931000000.0,273.0,2764000000.0,11322000000.0,15.0,4471000000.0,648000000.0,3305000000.0,27000000.0,327000000.0,2968000000.0,-128000000.0,2125000000.0,2125000000.0,3138000000.0,11.0,7.0,18842000000.0,13704000000.0,29223000000.0,896624472.574
HAL,2014-12-31,4254000000.0,-1381000000.0,-2000000.0,22.0,-3283000000.0,39.0,2291000000.0,-271000000.0,2679000000.0,27334000000.0,250.0,4712000000.0,12475000000.0,17.0,5536000000.0,1275000000.0,3571000000.0,0.0,489000000.0,-4000000.0,-65000000.0,3500000000.0,3500000000.0,5097000000.0,16.0,11.0,21809000000.0,14647000000.0,32165000000.0,847457627.119
HAL,2015-12-31,3174000000.0,1468000000.0,-324000000.0,4.0,-2184000000.0,189.0,10077000000.0,153000000.0,2677000000.0,21113000000.0,376.0,-936000000.0,12117000000.0,11.0,2520000000.0,-274000000.0,2993000000.0,0.0,-603000000.0,7432000000.0,7786000000.0,-671000000.0,-671000000.0,-165000000.0,1.0,3.0,20524000000.0,20070000000.0,36942000000.0,849367088.608
HAL,2016-12-31,2526000000.0,899000000.0,-208000000.0,61.0,-798000000.0,100.0,4009000000.0,552000000.0,2674000000.0,15023000000.0,290.0,-7625000000.0,8532000000.0,5.0,864000000.0,-1858000000.0,2275000000.0,0.0,-219000000.0,-3097000000.0,-6068000000.0,-5763000000.0,-5763000000.0,-6778000000.0,43.0,36.0,14141000000.0,11677000000.0,27000000000.0,
HAR,2013-06-30,1042584000.0,-114847000.0,-14113000.0,9.0,-101682000.0,43.0,454258000.0,-72810000.0,970000.0,3193722000.0,194.0,187138000.0,425182000.0,26.0,1104120000.0,31729000.0,549831000.0,193517000.0,14861000.0,-160669000.0,-163098000.0,142407000.0,142407000.0,201251000.0,5.0,3.0,1827267000.0,2089052000.0,3235685000.0,
HAR,2014-06-30,1446291000.0,-114354000.0,-14306000.0,13.0,-157141000.0,39.0,581312000.0,-67400000.0,984000.0,3891816000.0,166.0,315421000.0,509856000.0,27.0,1456667000.0,72610000.0,662128000.0,-32392000.0,305931000.0,268838000.0,127054000.0,234692000.0,234692000.0,329727000.0,6.0,4.0,1979234000.0,2458871000.0,4125590000.0,
HAR,2015-06-30,2065396000.0,-138257000.0,-9384000.0,14.0,-192498000.0,31.0,649513000.0,-89184000.0,1007000.0,4338193000.0,137.0,460210000.0,552421000.0,30.0,1817104000.0,103269000.0,693574000.0,5005000.0,400580000.0,514025000.0,68201000.0,342680000.0,342680000.0,469594000.0,8.0,6.0,2229517000.0,2828592000.0,5865900000.0,
HAR,2016-06-30,1745165000.0,-145728000.0,-16037000.0,15.0,-198455000.0,33.0,602300000.0,-15229000.0,1012000.0,4818585000.0,159.0,563990000.0,593290000.0,30.0,2093091000.0,168057000.0,706084000.0,-309000.0,4514000.0,235456000.0,-47213000.0,361734000.0,361734000.0,580027000.0,8.0,5.0,2490570000.0,2918455000.0,6054042000.0,
HAS,2012-12-31,736070000.0,28690000.0,-7242000.0,22.0,-112091000.0,88.0,849701000.0,22546000.0,104847000.0,1671980000.0,261.0,544543000.0,230414000.0,59.0,2417003000.0,117403000.0,316049000.0,0.0,-22362000.0,43106000.0,208013000.0,335999000.0,335999000.0,551785000.0,13.0,8.0,3354545000.0,2508202000.0,4325387000.0,
HAS,2013-12-29,926558000.0,-86616000.0,-9686000.0,17.0,-112031000.0,50.0,682449000.0,-37511000.0,104847000.0,1672901000.0,182.0,457407000.0,236263000.0,59.0,2409256000.0,67894000.0,348794000.0,-110698000.0,140092000.0,-215273000.0,-167252000.0,286198000.0,286198000.0,467093000.0,11.0,7.0,3432176000.0,2480457000.0,4402267000.0,130090000.0
HAS,2014-12-28,819203000.0,-112366000.0,-2289000.0,28.0,-113388000.0,83.0,893167000.0,-28944000.0,104847000.0,1698372000.0,247.0,633086000.0,237489000.0,60.0,2578835000.0,126678000.0,339572000.0,0.0,-957000.0,381040000.0,210718000.0,415930000.0,415930000.0,635375000.0,15.0,10.0,3630072000.0,2643505000.0,4518100000.0,128373456.79
HAS,2015-12-27,900084000.0,-227808000.0,9104000.0,27.0,-142022000.0,92.0,976750000.0,-99353000.0,104847000.0,1677033000.0,269.0,701037000.0,237527000.0,62.0,2770476000.0,157043000.0,384492000.0,0.0,149663000.0,-87310000.0,83583000.0,451838000.0,451838000.0,691933000.0,16.0,10.0,3852321000.0,2865598000.0,4720717000.0,125162880.886
HBAN,2012-12-31,1155643000.0,0.0,798000.0,11.0,-129641000.0,,10734983000.0,0.0,8441000.0,162167000.0,,891153000.0,617257000.0,0.0,0.0,202291000.0,0.0,-1085377000.0,-537117000.0,-1715074000.0,146838000.0,631290000.0,599301000.0,0.0,0.0,21.0,-1917933000.0,0.0,56153185000.0,889140845.07
HBAN,2013-12-31,1059888000.0,0.0,0.0,11.0,-102208000.0,,12239168000.0,0.0,8322000.0,116241000.0,,908544000.0,634657000.0,0.0,0.0,227474000.0,0.0,-4193145000.0,-280106000.0,2002472000.0,-261674000.0,641282000.0,609413000.0,0.0,0.0,22.0,-1479324000.0,0.0,59467174000.0,878468493.151
HBAN,2014-12-31,1504626000.0,0.0,0.0,10.0,-58862000.0,,14091890000.0,0.0,8131000.0,86453000.0,,905853000.0,616407000.0,0.0,0.0,220593000.0,0.0,-5698754000.0,275456000.0,1919776000.0,219433000.0,632392000.0,600538000.0,0.0,0.0,21.0,-1052324000.0,0.0,66298010000.0,866290410.959
HBAN,2015-12-31,1472073000.0,0.0,0.0,11.0,-93097000.0,,15871022000.0,0.0,7970000.0,82175000.0,,995214000.0,620540000.0,0.0,0.0,220648000.0,0.0,-4423788000.0,-29652000.0,376563000.0,-373409000.0,692957000.0,661084000.0,0.0,0.0,22.0,-594067000.0,0.0,71044551000.0,845069512.195
HBI,2013-12-28,781296000.0,4803000.0,-17501000.0,27.0,-43627000.0,12.0,115863000.0,83748000.0,995000.0,3016109000.0,225.0,497685000.0,579883000.0,35.0,1611693000.0,65307000.0,1283331000.0,0.0,20936000.0,161972000.0,73067000.0,330494000.0,330494000.0,515186000.0,11.0,7.0,1181418000.0,2243666000.0,4090048000.0,99847129.9094
HBI,2015-01-03,1112659000.0,1228000.0,-2599000.0,29.0,-64311000.0,16.0,239855000.0,-40248000.0,4008000.0,3420339000.0,172.0,561355000.0,674379000.0,36.0,1904407000.0,60449000.0,1537200000.0,64380000.0,3960000.0,109594000.0,123992000.0,404519000.0,404519000.0,563954000.0,11.0,8.0,1464427000.0,2550167000.0,5208193000.0,100626616.915
HBI,2016-01-02,1133305000.0,-21974000.0,-3210000.0,34.0,-99375000.0,21.0,319169000.0,-289654000.0,3917000.0,3595217000.0,194.0,591908000.0,650462000.0,37.0,2136332000.0,45018000.0,1814602000.0,0.0,-68016000.0,674380000.0,79314000.0,428855000.0,428855000.0,595118000.0,10.0,7.0,1389338000.0,2917867000.0,5597590000.0,400799065.421
HBI,2016-12-31,1358696000.0,-79211000.0,-51758000.0,44.0,-83399000.0,29.0,460245000.0,135807000.0,3787000.0,3752151000.0,206.0,723891000.0,692464000.0,38.0,2276048000.0,34272000.0,1840565000.0,0.0,-135665000.0,1073213000.0,141076000.0,539382000.0,539382000.0,775649000.0,13.0,9.0,1396116000.0,3298420000.0,6907734000.0,
HCA,2012-12-31,4737000000.0,-126000000.0,-160000000.0,17.0,-1862000000.0,11.0,705000000.0,-122000000.0,4000000.0,5717000000.0,126.0,4692000000.0,13185000000.0,83.0,27296000000.0,888000000.0,1086000000.0,16000000.0,355000000.0,1724000000.0,332000000.0,1605000000.0,1605000000.0,4816000000.0,15.0,5.0,-10960000000.0,7763000000.0,28075000000.0,439726027.397
HCA,2013-12-31,4909000000.0,-4395000000.0,-27000000.0,19.0,-1943000000.0,7.0,414000000.0,-19000000.0,4000000.0,5970000000.0,141.0,4794000000.0,13619000000.0,83.0,28212000000.0,950000000.0,1179000000.0,36000000.0,142000000.0,-692000000.0,-291000000.0,1556000000.0,1556000000.0,4792000000.0,14.0,5.0,-9403000000.0,8037000000.0,28831000000.0,444571428.571
HCA,2014-12-31,5142000000.0,-3645000000.0,-384000000.0,24.0,-2176000000.0,10.0,566000000.0,-232000000.0,4000000.0,6262000000.0,163.0,5224000000.0,14355000000.0,83.0,30656000000.0,1108000000.0,1279000000.0,-37000000.0,444000000.0,778000000.0,152000000.0,1875000000.0,1875000000.0,5565000000.0,15.0,5.0,-7575000000.0,8930000000.0,30980000000.0,436046511.628
HCA,2015-12-31,5283000000.0,-4114000000.0,-389000000.0,28.0,-2375000000.0,13.0,741000000.0,-314000000.0,4000000.0,6638000000.0,167.0,5622000000.0,15014000000.0,83.0,33040000000.0,1261000000.0,1439000000.0,63000000.0,192000000.0,778000000.0,175000000.0,2129000000.0,2129000000.0,5965000000.0,15.0,5.0,-7338000000.0,9232000000.0,32744000000.0,414202334.63
HCN,2012-12-31,462099000.0,-18285000.0,14657000.0,3.0,-421860000.0,,1141421000.0,0.0,260396000.0,567989000.0,,547477000.0,15853660000.0,68.0,1197990000.0,7612000.0,0.0,-3781390000.0,38213000.0,789240000.0,870282000.0,298030000.0,221884000.0,532820000.0,30.0,17.0,-3694579000.0,0.0,19549109000.0,301040404.04
HCN,2013-12-31,640573000.0,-47571000.0,26992000.0,1.0,-383392000.0,,231601000.0,0.0,289461000.0,1206813000.0,,560605000.0,20277321000.0,58.0,1641132000.0,7491000.0,0.0,-3630224000.0,67557000.0,770169000.0,-874984000.0,145959000.0,78714000.0,533613000.0,19.0,5.0,-4600854000.0,0.0,23083957000.0,521282142.857
HCN,2014-12-31,626825000.0,-25639000.0,166453000.0,4.0,-330661000.0,,553423000.0,0.0,328835000.0,1403358000.0,,865252000.0,21335091000.0,58.0,1902521000.0,-1267000.0,0.0,-2706610000.0,-48381000.0,29686000.0,314946000.0,502595000.0,446745000.0,845910000.0,26.0,15.0,-5635923000.0,0.0,24962923000.0,344243150.685
HCN,2015-12-31,697191000.0,478000.0,342047000.0,6.0,-432313000.0,,422690000.0,0.0,354811000.0,1622257000.0,,1128286000.0,24718608000.0,57.0,2153428000.0,6451000.0,0.0,-3875811000.0,-18099000.0,1371386000.0,-112818000.0,849073000.0,818344000.0,1066626000.0,28.0,22.0,-6846056000.0,0.0,29023845000.0,361307659.574
HCP,2013-12-31,318427000.0,6656000.0,104375000.0,9.0,-194995000.0,,337785000.0,0.0,456961000.0,0.0,,1287267000.0,10627249000.0,100.0,2013719000.0,5815000.0,0.0,-32912000.0,3065000.0,-52621000.0,52883000.0,970837000.0,969103000.0,1182892000.0,59.0,48.0,0.0,0.0,20075870000.0,455792018.779
HCP,2014-12-31,432934000.0,-8845000.0,86163000.0,9.0,-681983000.0,,232786000.0,0.0,459746000.0,0.0,,714156000.0,10886887000.0,100.0,1563210000.0,-506000.0,0.0,-862719000.0,28354000.0,1079301000.0,-116746000.0,922233000.0,919796000.0,627993000.0,40.0,59.0,0.0,0.0,21331436000.0,458822388.06
HCP,2015-12-31,430786000.0,-9569000.0,134769000.0,6.0,-894269000.0,,386532000.0,0.0,465488000.0,0.0,,615867000.0,11854242000.0,100.0,1828305000.0,-9807000.0,0.0,-752077000.0,-23757000.0,1378413000.0,162690000.0,-559235000.0,-560552000.0,481098000.0,26.0,31.0,0.0,0.0,21449849000.0,462177685.95
HCP,2016-12-31,417360000.0,3813000.0,211140000.0,11.0,-888484000.0,,136990000.0,0.0,468081000.0,0.0,,831687000.0,11325830000.0,100.0,2040486000.0,4473000.0,0.0,-78445000.0,42024000.0,-1757807000.0,-251770000.0,627747000.0,626549000.0,620547000.0,30.0,31.0,0.0,0.0,15759265000.0,
HD,2013-02-03,8871000000.0,-143000000.0,87000000.0,26.0,-1312000000.0,22.0,2494000000.0,-350000000.0,88000000.0,48912000000.0,134.0,7853000000.0,24069000000.0,35.0,25842000000.0,2686000000.0,10710000000.0,0.0,726000000.0,-32000000.0,509000000.0,4535000000.0,4535000000.0,7766000000.0,10.0,6.0,20038000000.0,15372000000.0,41084000000.0,1496699669.97
HD,2014-02-02,9379000000.0,-15000000.0,12000000.0,43.0,-1389000000.0,18.0,1929000000.0,-455000000.0,88000000.0,51897000000.0,142.0,9178000000.0,23348000000.0,34.0,26915000000.0,3082000000.0,11057000000.0,0.0,799000000.0,3933000000.0,-531000000.0,5385000000.0,5385000000.0,9166000000.0,12.0,7.0,23180000000.0,15279000000.0,40518000000.0,1424603174.6
HD,2015-02-01,9473000000.0,-81000000.0,337000000.0,68.0,-1442000000.0,15.0,1723000000.0,-124000000.0,88000000.0,54787000000.0,136.0,10806000000.0,22720000000.0,34.0,28389000000.0,3631000000.0,11079000000.0,323000000.0,558000000.0,2232000000.0,-100000000.0,6345000000.0,6345000000.0,10469000000.0,13.0,8.0,26995000000.0,15302000000.0,39946000000.0,1338607594.94
HD,2016-01-31,10533000000.0,-181000000.0,166000000.0,111.0,-1503000000.0,18.0,2216000000.0,-546000000.0,88000000.0,58254000000.0,136.0,11940000000.0,22191000000.0,34.0,30265000000.0,4012000000.0,11809000000.0,144000000.0,1151000000.0,4012000000.0,604000000.0,7009000000.0,7009000000.0,11774000000.0,13.0,8.0,30973000000.0,16993000000.0,42549000000.0,1276684881.6
HES,2012-12-31,7056000000.0,125000000.0,690000000.0,10.0,-7682000000.0,8.0,642000000.0,-124000000.0,342000000.0,3535000000.0,100.0,3756000000.0,28807000000.0,71.0,8710000000.0,1529000000.0,1259000000.0,0.0,912000000.0,1845000000.0,291000000.0,2025000000.0,2025000000.0,3066000000.0,25.0,17.0,17717000000.0,8387000000.0,43441000000.0,338628762.542
HES,2013-12-31,6180000000.0,-239000000.0,2123000000.0,20.0,-5937000000.0,28.0,1814000000.0,134000000.0,325000000.0,3969000000.0,131.0,5007000000.0,28771000000.0,67.0,7936000000.0,565000000.0,954000000.0,0.0,-810000000.0,-2484000000.0,1172000000.0,5052000000.0,5052000000.0,2884000000.0,24.0,42.0,21235000000.0,8599000000.0,42754000000.0,336575616.256
HES,2014-12-31,4783000000.0,-199000000.0,702000000.0,10.0,-5214000000.0,50.0,2444000000.0,62000000.0,286000000.0,3753000000.0,130.0,2759000000.0,27517000000.0,65.0,6984000000.0,744000000.0,527000000.0,0.0,-29000000.0,8000000.0,630000000.0,2317000000.0,2317000000.0,2057000000.0,19.0,22.0,20052000000.0,6313000000.0,38407000000.0,303669724.771
HES,2015-12-31,2542000000.0,841000000.0,-75000000.0,16.0,-4321000000.0,103.0,2716000000.0,29000000.0,286000000.0,3323000000.0,168.0,-3917000000.0,26352000000.0,50.0,3313000000.0,-1299000000.0,399000000.0,0.0,-646000000.0,643000000.0,272000000.0,-3056000000.0,-3056000000.0,-3842000000.0,58.0,46.0,16637000000.0,4404000000.0,34195000000.0,283487940.631
HIG,2012-12-31,0.0,-608000000.0,-1443000000.0,0.0,-66000000.0,,2421000000.0,0.0,5000000.0,13195000000.0,,368000000.0,977000000.0,40.0,8891000000.0,-309000000.0,0.0,-2534000000.0,-1051000000.0,-163000000.0,-160000000.0,-38000000.0,-80000000.0,-89000000.0,0.0,0.0,10745000000.0,0.0,2.98513e+11,211111111.111
HIG,2013-12-31,0.0,-970000000.0,-1787000000.0,1.0,-64000000.0,,1428000000.0,0.0,5000000.0,11048000000.0,,1868000000.0,877000000.0,47.0,9625000000.0,246000000.0,0.0,5137000000.0,-9526000000.0,-882000000.0,-993000000.0,176000000.0,176000000.0,1471000000.0,7.0,1.0,10683000000.0,0.0,2.77884e+11,475675675.676
HIG,2014-12-31,0.0,-144000000.0,23000000.0,4.0,-121000000.0,,399000000.0,0.0,5000000.0,10805000000.0,,2075000000.0,831000000.0,42.0,7809000000.0,350000000.0,0.0,873000000.0,-4376000000.0,-213000000.0,-1029000000.0,798000000.0,798000000.0,1699000000.0,9.0,4.0,11191000000.0,0.0,2.45013e+11,440883977.901
HIG,2015-12-31,0.0,329000000.0,7000000.0,10.0,-307000000.0,,448000000.0,0.0,5000000.0,10775000000.0,,2335000000.0,974000000.0,41.0,7602000000.0,305000000.0,0.0,994000000.0,-36000000.0,-806000000.0,49000000.0,1682000000.0,1682000000.0,1978000000.0,11.0,9.0,12550000000.0,0.0,2.28348e+11,415308641.975
HOG,2012-12-31,770977000.0,0.0,7369000.0,24.0,-189002000.0,93.0,1256146000.0,0.0,3413000.0,3440623000.0,270.0,1007545000.0,815464000.0,38.0,2139883000.0,337587000.0,393524000.0,-72309000.0,0.0,-595798000.0,-458812000.0,623925000.0,623925000.0,1000176000.0,18.0,11.0,7306424000.0,4050936000.0,9170773000.0,226881818.182
HOG,2013-12-31,667129000.0,0.0,5859000.0,24.0,-208321000.0,52.0,1211419000.0,0.0,3432000.0,3621417000.0,159.0,1159561000.0,842477000.0,39.0,2278455000.0,380312000.0,424507000.0,-376901000.0,0.0,203248000.0,-1526000.0,733993000.0,733993000.0,1153702000.0,20.0,12.0,7852729000.0,3988803000.0,9405040000.0,222422121.212
HOG,2014-12-31,646185000.0,0.0,6499000.0,29.0,-232319000.0,44.0,1005307000.0,0.0,3442000.0,3788023000.0,165.0,1287482000.0,883077000.0,39.0,2440485000.0,438709000.0,448871000.0,-514168000.0,0.0,268481000.0,-159932000.0,844611000.0,844611000.0,1280983000.0,21.0,14.0,8459040000.0,3948095000.0,9528097000.0,216566923.077
HOG,2015-12-31,707578000.0,0.0,6585000.0,41.0,-259974000.0,31.0,810476000.0,0.0,3449000.0,3619612000.0,145.0,1162280000.0,942418000.0,40.0,2375790000.0,397956000.0,585907000.0,-603438000.0,0.0,1408571000.0,-184471000.0,752207000.0,752207000.0,1155695000.0,19.0,13.0,8961985000.0,3983154000.0,9991167000.0,202751212.938
HOLX,2013-09-28,392300000.0,4100000.0,48300000.0,60.0,-90100000.0,76.0,829400000.0,25200000.0,2700000.0,1330900000.0,149.0,-911800000.0,491500000.0,47.0,1161400000.0,-20100000.0,289400000.0,-1600000.0,9200000.0,-265000000.0,262100000.0,-1172800000.0,-1172800000.0,-906200000.0,36.0,47.0,-3616400000.0,1624200000.0,9000800000.0,268990825.688
HOLX,2014-09-27,354200000.0,7900000.0,-11000000.0,1.0,-80200000.0,120.0,741600000.0,-44700000.0,2800000.0,1285200000.0,253.0,268700000.0,461900000.0,49.0,1245500000.0,30800000.0,330600000.0,-7300000.0,41600000.0,-595000000.0,-86400000.0,17300000.0,17300000.0,279700000.0,11.0,1.0,-3600600000.0,1565800000.0,8414700000.0,288333333.333
HOLX,2015-09-26,389100000.0,-30300000.0,-72400000.0,6.0,-89400000.0,52.0,492700000.0,43900000.0,2800000.0,1272300000.0,134.0,382700000.0,457100000.0,53.0,1432700000.0,45600000.0,283100000.0,10000000.0,78500000.0,-968600000.0,-244800000.0,131600000.0,131600000.0,455100000.0,17.0,5.0,-3469000000.0,1265800000.0,7642500000.0,280000000.0
HOLX,2016-09-24,444500000.0,-31800000.0,22000000.0,15.0,-94500000.0,61.0,548400000.0,7600000.0,2900000.0,1269400000.0,147.0,570600000.0,460200000.0,55.0,1563300000.0,84500000.0,274700000.0,36300000.0,80800000.0,-442800000.0,57100000.0,330800000.0,330800000.0,548600000.0,19.0,12.0,-3138200000.0,1326600000.0,7317000000.0,280338983.051
HON,2013-12-31,12153000000.0,-365000000.0,238000000.0,22.0,-947000000.0,57.0,6422000000.0,41000000.0,958000000.0,28364000000.0,149.0,5412000000.0,5278000000.0,27.0,10691000000.0,1450000000.0,4293000000.0,-98000000.0,151000000.0,1386000000.0,1788000000.0,3924000000.0,3924000000.0,5501000000.0,14.0,10.0,20383000000.0,21164000000.0,45435000000.0,786372745.491
HON,2014-12-31,12136000000.0,-172000000.0,305000000.0,24.0,-1094000000.0,62.0,6959000000.0,-200000000.0,958000000.0,28957000000.0,150.0,5818000000.0,5383000000.0,28.0,11349000000.0,1489000000.0,4405000000.0,-786000000.0,488000000.0,-203000000.0,537000000.0,4239000000.0,4239000000.0,5831000000.0,14.0,11.0,23115000000.0,22191000000.0,45451000000.0,785000000.0
HON,2015-12-31,11857000000.0,211000000.0,68000000.0,26.0,-1073000000.0,41.0,5455000000.0,230000000.0,958000000.0,26747000000.0,109.0,6586000000.0,5789000000.0,31.0,11834000000.0,1739000000.0,4420000000.0,-127000000.0,-684000000.0,3445000000.0,-1504000000.0,4768000000.0,4768000000.0,6828000000.0,18.0,12.0,26147000000.0,20053000000.0,49316000000.0,780360065.466
HON,2016-12-31,12738000000.0,-770000000.0,102000000.0,25.0,-1095000000.0,60.0,7843000000.0,-18000000.0,958000000.0,27150000000.0,141.0,6447000000.0,5793000000.0,31.0,12152000000.0,1601000000.0,4366000000.0,-273000000.0,487000000.0,3942000000.0,2388000000.0,4809000000.0,4809000000.0,6683000000.0,17.0,12.0,28710000000.0,23058000000.0,54146000000.0,
HP,2013-09-30,334063000.0,-4806000.0,182688000.0,17.0,-809066000.0,99.0,447868000.0,-12289000.0,10874000.0,1852768000.0,278.0,1120426000.0,4676103000.0,45.0,1534846000.0,392844000.0,88866000.0,232221000.0,-45188000.0,-40000000.0,351773000.0,736639000.0,736639000.0,956661000.0,28.0,22.0,4102663000.0,1258211000.0,6264827000.0,106914223.512
HP,2014-09-30,464309000.0,-70458000.0,46141000.0,14.0,-951536000.0,71.0,360909000.0,-16623000.0,11051000.0,2006715000.0,252.0,1099315000.0,5188544000.0,46.0,1709253000.0,388048000.0,106241000.0,49205000.0,9132000.0,-115000000.0,-75642000.0,706563000.0,706563000.0,1053174000.0,28.0,19.0,4525797000.0,1277001000.0,6720998000.0,108037155.963
HP,2015-09-30,305726000.0,259024000.0,4939000.0,9.0,-1131445000.0,223.0,729384000.0,-23052000.0,11099000.0,1703476000.0,413.0,676902000.0,5563170000.0,46.0,1458226000.0,241405000.0,128541000.0,-45607000.0,-25417000.0,451651000.0,369077000.0,420427000.0,420427000.0,671963000.0,21.0,13.0,4648346000.0,1439194000.0,7147242000.0,107801794.872
HP,2016-09-30,330061000.0,72792000.0,-23788000.0,1.0,-257169000.0,288.0,905561000.0,1944000.0,11140000.0,898805000.0,476.0,-49754000.0,5144733000.0,45.0,725427000.0,-19677000.0,124325000.0,1105000.0,21824000.0,-41111000.0,176177000.0,-56828000.0,-56828000.0,-25966000.0,2.0,3.0,4289807000.0,1572686000.0,6832019000.0,105237037.037
HPE,2014-10-31,13026000000.0,1414000000.0,0.0,4.0,-3620000000.0,12.0,2319000000.0,69000000.0,0.0,39486000000.0,111.0,2244000000.0,8520000000.0,28.0,15637000000.0,596000000.0,1884000000.0,83000000.0,-224000000.0,-265000000.0,137000000.0,1648000000.0,1648000000.0,2335000000.0,4.0,3.0,0.0,22031000000.0,65071000000.0,
HPE,2015-10-31,15520000000.0,-384000000.0,0.0,7.0,-3344000000.0,45.0,9842000000.0,-424000000.0,0.0,37168000000.0,136.0,1470000000.0,9886000000.0,29.0,14939000000.0,-991000000.0,2198000000.0,55000000.0,803000000.0,-233000000.0,7523000000.0,2461000000.0,2461000000.0,1523000000.0,3.0,5.0,0.0,29964000000.0,79916000000.0,
HPE,2016-10-31,13718000000.0,690000000.0,2737000000.0,10.0,-3280000000.0,58.0,12987000000.0,34000000.0,17000000.0,35507000000.0,128.0,4079000000.0,9636000000.0,29.0,14616000000.0,918000000.0,1774000000.0,-71000000.0,637000000.0,170000000.0,3145000000.0,3161000000.0,3161000000.0,4150000000.0,8.0,6.0,2782000000.0,28917000000.0,79679000000.0,1717934782.61
HPQ,2013-10-31,32164000000.0,1014000000.0,0.0,19.0,-3199000000.0,27.0,12163000000.0,-4000000.0,19000000.0,86380000000.0,111.0,6510000000.0,11463000000.0,23.0,25918000000.0,1397000000.0,6046000000.0,-90000000.0,54000000.0,-5596000000.0,862000000.0,5113000000.0,5113000000.0,7131000000.0,6.0,5.0,25563000000.0,50364000000.0,1.05676e+11,1936742424.24
HPQ,2014-10-31,33208000000.0,2437000000.0,0.0,19.0,-3853000000.0,35.0,15133000000.0,-580000000.0,18000000.0,45431000000.0,115.0,3863000000.0,11340000000.0,20.0,11220000000.0,939000000.0,6415000000.0,261000000.0,716000000.0,-3014000000.0,2970000000.0,5013000000.0,5013000000.0,4256000000.0,8.0,9.0,29164000000.0,50145000000.0,1.03206e+11,1884586466.17
HPQ,2015-10-31,17425000000.0,507000000.0,0.0,16.0,-3603000000.0,18.0,7584000000.0,-330000000.0,18000000.0,41524000000.0,123.0,3532000000.0,1492000000.0,19.0,9939000000.0,-186000000.0,4288000000.0,43000000.0,-1349000000.0,4965000000.0,2300000000.0,4554000000.0,4554000000.0,3920000000.0,8.0,9.0,32089000000.0,51787000000.0,1.06882e+11,
HPQ,2016-10-31,17811000000.0,565000000.0,0.0,64.0,-433000000.0,33.0,6288000000.0,-291000000.0,17000000.0,39240000000.0,98.0,3761000000.0,1736000000.0,19.0,8998000000.0,1095000000.0,4484000000.0,7000000.0,877000000.0,-2087000000.0,-11145000000.0,2496000000.0,2496000000.0,3549000000.0,7.0,5.0,-3498000000.0,18468000000.0,29010000000.0,1733333333.33
HRB,2013-04-30,1075019000.0,-72662000.0,104154000.0,34.0,-113239000.0,93.0,1865421000.0,0.0,3166000.0,1123773000.0,122.0,776308000.0,267880000.0,60.0,1683341000.0,236853000.0,0.0,-64735000.0,-64314000.0,-35828000.0,-196750000.0,433948000.0,433948000.0,672154000.0,24.0,15.0,1333445000.0,2462343000.0,4537779000.0,272923270.44
HRB,2014-04-30,796176000.0,-30376000.0,3905000.0,31.0,-147011000.0,118.0,2300626000.0,0.0,3166000.0,1179405000.0,135.0,822395000.0,304911000.0,61.0,1844890000.0,267019000.0,0.0,173472000.0,62967000.0,-163952000.0,437723000.0,475157000.0,475157000.0,818490000.0,27.0,16.0,1589297000.0,3114006000.0,4693529000.0,274657225.434
