Ticker Symbol,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Earnings Before Interest and Tax,Fixed Assets,Gross Margin,Gross Profit,Income Tax,Inventory,Investments,Liabilities,Net Borrowings,Net Cash Flow,Net Income,Net Income Applicable to Common Shareholders,Operating Income,Operating Margin,Profit Margin,Retained Earnings,Total Assets,Total Liabilities,Earnings Per Share
AAL,2012-12-31,3068000000.0,-222000000.0,-1961000000.0,23.0,-1888000000.0,53.0,1330000000.0,0.0,127000000.0,10499000000.0,78.0,-1813000000.0,13402000000.0,58.0,14356000000.0,-569000000.0,580000000.0,306000000.0,473000000.0,-1020000000.0,197000000.0,-1876000000.0,-1876000000.0,148000000.0,1.0,8.0,-9462000000.0,7072000000.0,16904000000.0,335000000.0
AAL,2013-12-31,4975000000.0,-93000000.0,-2723000000.0,67.0,-3114000000.0,75.0,2175000000.0,0.0,5000000.0,11019000000.0,104.0,-1324000000.0,19259000000.0,59.0,15724000000.0,-346000000.0,1012000000.0,-1181000000.0,-235000000.0,2208000000.0,660000000.0,-1834000000.0,-1834000000.0,1399000000.0,5.0,7.0,-11296000000.0,14323000000.0,42278000000.0,163022222.222
AAL,2014-12-31,4668000000.0,-160000000.0,-150000000.0,143.0,-5311000000.0,60.0,1768000000.0,0.0,7000000.0,15620000000.0,88.0,4099000000.0,23084000000.0,63.0,27030000000.0,330000000.0,1004000000.0,1799000000.0,-1026000000.0,170000000.0,-146000000.0,2882000000.0,2882000000.0,4249000000.0,10.0,7.0,-8562000000.0,11750000000.0,43225000000.0,716915422.886
AAL,2015-12-31,5102000000.0,352000000.0,-708000000.0,135.0,-6151000000.0,51.0,1085000000.0,0.0,6000000.0,11096000000.0,73.0,5496000000.0,27510000000.0,73.0,29894000000.0,-2994000000.0,863000000.0,443000000.0,-633000000.0,2856000000.0,-604000000.0,7610000000.0,7610000000.0,6204000000.0,15.0,19.0,-1230000000.0,9985000000.0,48415000000.0,668129938.543
AAP,2012-12-29,2409453000.0,-89482000.0,600000.0,32.0,-271182000.0,23.0,598111000.0,-260298000.0,7000.0,3106967000.0,124.0,657915000.0,1292547000.0,50.0,3098036000.0,236404000.0,2308609000.0,0.0,426323000.0,177445000.0,540210000.0,387670000.0,387670000.0,657315000.0,11.0,6.0,714900000.0,3184200000.0,4613814000.0,73283553.8752
AAP,2013-12-28,2609239000.0,-32428000.0,2698000.0,26.0,-195757000.0,40.0,1112471000.0,-203513000.0,7000.0,3241668000.0,144.0,663016000.0,1286034000.0,50.0,3252146000.0,234640000.0,2556557000.0,0.0,172715000.0,445679000.0,514360000.0,391758000.0,391758000.0,660318000.0,10.0,6.0,1089112000.0,3989384000.0,5564774000.0,73089179.1045
AAP,2015-01-03,3616038000.0,-48209000.0,3092000.0,25.0,-228446000.0,3.0,104671000.0,-227657000.0,7000.0,5390248000.0,130.0,854802000.0,1432030000.0,45.0,4453613000.0,287569000.0,3936955000.0,0.0,194223000.0,599619000.0,-1007800000.0,493825000.0,493825000.0,851710000.0,9.0,5.0,1565341000.0,4741040000.0,7962358000.0,73159259.2593
AAP,2016-01-02,3757085000.0,-21476000.0,-7484000.0,19.0,-234747000.0,2.0,90782000.0,-244096000.0,7000.0,5314246000.0,130.0,818296000.0,1434577000.0,45.0,4422772000.0,279490000.0,4174768000.0,0.0,174667000.0,-426322000.0,-13889000.0,473398000.0,473398000.0,825780000.0,8.0,5.0,2021077000.0,4940746000.0,8134565000.0,73395038.7597
AAPL,2013-09-28,36223000000.0,-1949000000.0,1156000000.0,30.0,-8165000000.0,93.0,14259000000.0,-973000000.0,19764000000.0,1.06606e+11,168.0,50155000000.0,16597000000.0,38.0,64304000000.0,13118000000.0,1764000000.0,-24042000000.0,8320000000.0,16896000000.0,3513000000.0,37037000000.0,37037000000.0,48999000000.0,29.0,22.0,1.04256e+11,73286000000.0,2.07e+11,925231076.692
AAPL,2014-09-27,48649000000.0,-6452000000.0,980000000.0,35.0,-9571000000.0,40.0,13844000000.0,-76000000.0,23313000000.0,1.12258e+11,108.0,53483000000.0,20624000000.0,39.0,70537000000.0,13973000000.0,2111000000.0,-9027000000.0,13408000000.0,18266000000.0,-415000000.0,39510000000.0,39510000000.0,52503000000.0,29.0,22.0,87152000000.0,68531000000.0,2.31839e+11,6087827426.81
AAPL,2015-09-26,60671000000.0,-3124000000.0,1285000000.0,45.0,-11247000000.0,52.0,21120000000.0,-238000000.0,27416000000.0,1.40089e+11,111.0,72515000000.0,22471000000.0,40.0,93626000000.0,19121000000.0,2349000000.0,-44417000000.0,15188000000.0,29305000000.0,7276000000.0,53394000000.0,53394000000.0,71230000000.0,30.0,23.0,92284000000.0,89378000000.0,2.90345e+11,5753663793.1
AAPL,2016-09-24,59321000000.0,1044000000.0,1348000000.0,36.0,-12734000000.0,85.0,20484000000.0,217000000.0,31251000000.0,1.31376e+11,135.0,61372000000.0,27010000000.0,39.0,84263000000.0,15685000000.0,2132000000.0,-32022000000.0,-1867000000.0,22057000000.0,-636000000.0,45687000000.0,45687000000.0,60024000000.0,28.0,21.0,96364000000.0,1.06869e+11,3.21686e+11,5471497005.99
ABBV,2012-12-31,5734000000.0,223000000.0,-8000000.0,1507.0,-333000000.0,118.0,5901000000.0,-203000000.0,0.0,4508000000.0,227.0,5809000000.0,2247000000.0,75.0,13872000000.0,450000000.0,1091000000.0,-1397000000.0,-731000000.0,15586000000.0,5874000000.0,5275000000.0,5275000000.0,5817000000.0,32.0,29.0,0.0,15354000000.0,27008000000.0,
ABBV,2013-12-31,6448000000.0,681000000.0,-54000000.0,92.0,-491000000.0,144.0,9595000000.0,-56000000.0,16000000.0,4581000000.0,259.0,5610000000.0,2298000000.0,76.0,14209000000.0,1204000000.0,1150000000.0,1775000000.0,-426000000.0,-601000000.0,3694000000.0,4128000000.0,4128000000.0,5664000000.0,30.0,22.0,1567000000.0,17848000000.0,29198000000.0,1600000000.0
ABBV,2014-12-31,6954000000.0,-172000000.0,-651000000.0,102.0,-612000000.0,74.0,8348000000.0,-203000000.0,16000000.0,4426000000.0,141.0,2760000000.0,2485000000.0,78.0,15534000000.0,595000000.0,1124000000.0,308000000.0,-193000000.0,-5000000.0,-1247000000.0,1774000000.0,1774000000.0,3411000000.0,17.0,9.0,535000000.0,16081000000.0,27513000000.0,1598198198.2
ABBV,2015-12-31,8463000000.0,-1076000000.0,-206000000.0,130.0,-532000000.0,77.0,8399000000.0,-434000000.0,17000000.0,4500000000.0,150.0,7331000000.0,2565000000.0,80.0,18359000000.0,1501000000.0,1719000000.0,29000000.0,1503000000.0,16623000000.0,51000000.0,5144000000.0,5144000000.0,7537000000.0,33.0,23.0,2248000000.0,16314000000.0,53050000000.0,1633015873.02
ABC,2013-09-30,14870635000.0,-2312518000.0,-44000.0,19.0,-202450000.0,8.0,1231006000.0,-1486572000.0,2678000.0,85451348000.0,97.0,898355000.0,803561000.0,3.0,2507819000.0,331023000.0,6981494000.0,0.0,3830847000.0,0.0,164398000.0,433707000.0,433707000.0,898399000.0,1.0,0.0,1508414000.0,14393651000.0,18918638000.0,230695212.766
ABC,2014-09-30,17250160000.0,-938286000.0,-28594000.0,14.0,-264457000.0,10.0,1808513000.0,-1304569000.0,2711000.0,1.16586761e+11,97.0,753497000.0,899582000.0,2.0,2982366000.0,388087000.0,8593852000.0,-117794000.0,2310596000.0,566402000.0,577507000.0,274230000.0,274230000.0,782091000.0,1.0,0.0,1570429000.0,16800205000.0,21532183000.0,224778688.525
ABC,2015-09-30,21578227000.0,-1478793000.0,-44220000.0,22.0,-231585000.0,10.0,2167442000.0,-1379189000.0,2750000.0,1.3243249e+11,94.0,378000000.0,1192510000.0,3.0,3529313000.0,407129000.0,9755094000.0,-86214000.0,5122127000.0,1496390000.0,358929000.0,-138165000.0,-138165000.0,422220000.0,0.0,0.0,1164489000.0,20334488000.0,27962982000.0,222846774.194
ABC,2016-09-30,24670159000.0,-912724000.0,5048000.0,67.0,-464616000.0,11.0,2741832000.0,-1107252000.0,2778000.0,1.4257708e+11,90.0,1530822000.0,1530682000.0,3.0,4272606000.0,-37019000.0,10723920000.0,40712000.0,3094340000.0,713214000.0,574390000.0,1427929000.0,1427929000.0,1525774000.0,1.0,1.0,2303941000.0,22851847000.0,33656200000.0,212173699.851
ABT,2012-12-31,10889000000.0,36000000.0,-1260000000.0,22.0,-1795000000.0,114.0,10802000000.0,-417000000.0,11755000000.0,8899000000.0,236.0,100000000.0,8063000000.0,53.0,10151000000.0,-457000000.0,3793000000.0,-3062000000.0,-1443000000.0,4413000000.0,3989000000.0,5963000000.0,5963000000.0,1360000000.0,7.0,31.0,24151000000.0,31323000000.0,67235000000.0,1585904255.32
ABT,2013-12-31,5948000000.0,-113000000.0,53000000.0,10.0,-1145000000.0,85.0,3475000000.0,-154000000.0,12048000000.0,9193000000.0,202.0,2186000000.0,5971000000.0,53.0,10464000000.0,53000000.0,2693000000.0,-2225000000.0,-1101000000.0,1792000000.0,-7327000000.0,2576000000.0,2576000000.0,2133000000.0,11.0,13.0,21979000000.0,19247000000.0,42953000000.0,1570731707.32
ABT,2014-12-31,5350000000.0,-195000000.0,69000000.0,11.0,-1077000000.0,43.0,4063000000.0,-297000000.0,12383000000.0,9218000000.0,130.0,2668000000.0,7869000000.0,54.0,11029000000.0,797000000.0,2643000000.0,4117000000.0,-28000000.0,766000000.0,588000000.0,2284000000.0,2284000000.0,2599000000.0,13.0,11.0,22874000000.0,13556000000.0,41207000000.0,1522666666.67
ABT,2015-12-31,5683000000.0,-171000000.0,479000000.0,21.0,-1110000000.0,67.0,5001000000.0,-257000000.0,12734000000.0,8747000000.0,154.0,3346000000.0,5732000000.0,57.0,11658000000.0,577000000.0,2599000000.0,-821000000.0,215000000.0,1147000000.0,938000000.0,4423000000.0,4423000000.0,2867000000.0,14.0,22.0,25757000000.0,14155000000.0,41247000000.0,1504421768.71
ADBE,2013-11-29,729257000.0,33649000.0,926000.0,4.0,-188358000.0,208.0,834556000.0,0.0,61000.0,586557000.0,265.0,423649000.0,659774000.0,86.0,3468683000.0,66156000.0,0.0,-309116000.0,184502000.0,-176000.0,-590496000.0,289985000.0,289985000.0,422723000.0,10.0,7.0,6928964000.0,4045929000.0,10380298000.0,499974137.931
ADBE,2014-11-28,776163000.0,7928000.0,8423000.0,4.0,-148332000.0,150.0,1117400000.0,0.0,61000.0,622080000.0,185.0,421108000.0,785123000.0,85.0,3524985000.0,92981000.0,0.0,-312573000.0,390070000.0,-14684000.0,282844000.0,268395000.0,268395000.0,412685000.0,10.0,6.0,6924294000.0,4602328000.0,10785829000.0,497027777.778
ADBE,2015-11-27,779356000.0,-79502000.0,34870000.0,9.0,-184936000.0,180.0,876560000.0,0.0,61000.0,744317000.0,218.0,937965000.0,787421000.0,84.0,4051194000.0,244230000.0,0.0,-535197000.0,350908000.0,387091000.0,-240840000.0,629551000.0,629551000.0,903095000.0,19.0,13.0,7253431000.0,4821892000.0,11726472000.0,499643650.794
ADBE,2016-12-02,866016000.0,-160416000.0,11978000.0,16.0,-203805000.0,169.0,1011315000.0,0.0,61000.0,819908000.0,208.0,1505580000.0,816264000.0,86.0,5034522000.0,266356000.0,0.0,-707801000.0,551550000.0,-108000.0,134755000.0,1168782000.0,1168782000.0,1493602000.0,26.0,20.0,8114517000.0,5839774000.0,12707114000.0,
ADI,2013-11-02,323084000.0,12377000.0,89350000.0,14.0,-123074000.0,821.0,392089000.0,28527000.0,51842000.0,941278000.0,959.0,842425000.0,508171000.0,64.0,1692411000.0,141836000.0,283337000.0,-918720000.0,129162000.0,40982000.0,-136744000.0,673487000.0,673487000.0,753075000.0,29.0,26.0,4056401000.0,5472425000.0,6381750000.0,307528310.502
ADI,2014-11-01,430621000.0,-36460000.0,11645000.0,13.0,-177913000.0,404.0,569233000.0,24642000.0,51869000.0,1034585000.0,538.0,764129000.0,622422000.0,64.0,1830188000.0,100025000.0,367927000.0,2021104000.0,151692000.0,0.0,177144000.0,629320000.0,629320000.0,752484000.0,26.0,22.0,4231496000.0,3811886000.0,6859690000.0,1798057142.86
ADI,2015-10-31,438904000.0,-71198000.0,6303000.0,14.0,-153960000.0,272.0,884353000.0,-35557000.0,52011000.0,1175830000.0,366.0,837144000.0,644110000.0,66.0,2259262000.0,113236000.0,412314000.0,152175000.0,89394000.0,0.0,315120000.0,696878000.0,696878000.0,830841000.0,24.0,20.0,4437315000.0,4079548000.0,7058777000.0,2247993548.39
ADI,2016-10-29,431396000.0,-9392000.0,17566000.0,17.0,-127397000.0,518.0,921132000.0,38221000.0,51363000.0,1194236000.0,635.0,1045678000.0,636116000.0,65.0,2227173000.0,95257000.0,376555000.0,-989183000.0,101593000.0,857175000.0,36779000.0,861664000.0,861664000.0,1028112000.0,30.0,25.0,4785799000.0,4974863000.0,7970278000.0,897566666.667
ADM,2012-12-31,9308000000.0,1753000000.0,235000000.0,7.0,-1240000000.0,35.0,5352000000.0,-1304000000.0,6134000000.0,86936000000.0,175.0,2426000000.0,10123000000.0,4.0,3623000000.0,589000000.0,13836000000.0,-445000000.0,1345000000.0,437000000.0,850000000.0,1375000000.0,1375000000.0,1715000000.0,2.0,2.0,13236000000.0,29762000000.0,44925000000.0,
ADM,2013-12-31,14135000000.0,296000000.0,155000000.0,7.0,-913000000.0,48.0,7082000000.0,2541000000.0,6136000000.0,85915000000.0,182.0,2437000000.0,10137000000.0,4.0,3889000000.0,670000000.0,11441000000.0,104000000.0,191000000.0,-2713000000.0,1407000000.0,1342000000.0,1342000000.0,1871000000.0,2.0,1.0,14077000000.0,28530000000.0,43714000000.0,661083743.842
ADM,2014-12-31,15240000000.0,425000000.0,339000000.0,11.0,-894000000.0,42.0,5976000000.0,1274000000.0,5115000000.0,76433000000.0,167.0,3467000000.0,9851000000.0,6.0,4768000000.0,877000000.0,9374000000.0,-105000000.0,1276000000.0,-1708000000.0,-2022000000.0,2248000000.0,2248000000.0,2756000000.0,3.0,3.0,15701000000.0,26028000000.0,43942000000.0,653488372.093
ADM,2015-12-31,13407000000.0,913000000.0,392000000.0,10.0,-1125000000.0,49.0,6124000000.0,872000000.0,3180000000.0,63682000000.0,162.0,2592000000.0,9853000000.0,6.0,4020000000.0,438000000.0,8243000000.0,35000000.0,-1693000000.0,240000000.0,-189000000.0,1849000000.0,1849000000.0,1810000000.0,3.0,3.0,16865000000.0,21829000000.0,40141000000.0,618394648.829
ADS,2012-12-31,490095000.0,-49219000.0,0.0,80.0,-116455000.0,28.0,1386042000.0,0.0,950000.0,2392091000.0,181.0,974364000.0,253028000.0,34.0,1249299000.0,260648000.0,0.0,-1389770000.0,90743000.0,2334253000.0,677139000.0,422256000.0,422256000.0,974364000.0,27.0,12.0,1553260000.0,9132143000.0,12000139000.0,50030331.7536
ADS,2013-12-31,472326000.0,-33414000.0,0.0,58.0,-135376000.0,33.0,1480171000.0,0.0,983000.0,2894917000.0,230.0,1098912000.0,299188000.0,33.0,1424146000.0,297242000.0,0.0,-1453163000.0,5520000.0,928674000.0,76470000.0,496170000.0,496170000.0,1098912000.0,25.0,11.0,2049430000.0,10400842000.0,13244257000.0,49174430.1288
ADS,2014-12-31,914058000.0,-156003000.0,0.0,21.0,-158694000.0,25.0,1597492000.0,0.0,1117000.0,3643979000.0,219.0,1098467000.0,559628000.0,31.0,1658961000.0,321801000.0,0.0,-2379208000.0,188052000.0,3808137000.0,107330000.0,506293000.0,506293000.0,1098467000.0,21.0,10.0,2540948000.0,13814776000.0,20263977000.0,58061123.8532
ADS,2015-12-31,1010619000.0,8307000.0,0.0,30.0,-191683000.0,25.0,1624601000.0,0.0,1121000.0,4482700000.0,254.0,1261860000.0,576706000.0,30.0,1957046000.0,326248000.0,0.0,-2899032000.0,98026000.0,3009130000.0,90885000.0,596541000.0,596541000.0,1261860000.0,20.0,9.0,3092464000.0,16250417000.0,22421830000.0,66951851.8519
ADSK,2013-01-31,396700000.0,-98100000.0,0.0,12.0,-56400000.0,187.0,1612200000.0,0.0,1449800000.0,238500000.0,245.0,310000000.0,114900000.0,90.0,2073700000.0,62600000.0,0.0,-300000000.0,85000000.0,745600000.0,455300000.0,247400000.0,247400000.0,305900000.0,13.0,11.0,599100000.0,2552400000.0,4308400000.0,226972477.064
ADSK,2014-01-31,375300000.0,72300000.0,0.0,10.0,-64200000.0,212.0,1853000000.0,0.0,1637300000.0,274300000.0,265.0,284800000.0,130300000.0,88.0,1999600000.0,51100000.0,0.0,64900000.0,46400000.0,0.0,240800000.0,228800000.0,228800000.0,284800000.0,13.0,10.0,624800000.0,2835000000.0,4595000000.0,224313725.49
ADSK,2015-01-31,499300000.0,-17300000.0,0.0,4.0,-75500000.0,145.0,1410600000.0,0.0,1773100000.0,342100000.0,191.0,120700000.0,159200000.0,86.0,2170100000.0,1200000.0,0.0,-196100000.0,376000000.0,0.0,-442400000.0,81800000.0,81800000.0,120700000.0,5.0,3.0,499400000.0,2671300000.0,4909700000.0,227222222.222
ADSK,2016-01-31,522100000.0,-195500000.0,0.0,20.0,-72400000.0,141.0,1353000000.0,0.0,1821500000.0,370700000.0,188.0,1300000.0,169300000.0,85.0,2133400000.0,310200000.0,0.0,-544100000.0,385400000.0,748300000.0,-57600000.0,-330500000.0,-330500000.0,1300000.0,0.0,13.0,-80800000.0,2993100000.0,5515300000.0,226369863.014
AEE,2012-12-31,671000000.0,30000000.0,33000000.0,15.0,-1063000000.0,7.0,184000000.0,-28000000.0,2000000.0,3477000000.0,134.0,1221000000.0,15348000000.0,40.0,2304000000.0,307000000.0,570000000.0,-19000000.0,-56000000.0,-26000000.0,-46000000.0,-974000000.0,-974000000.0,1188000000.0,21.0,17.0,1006000000.0,3596000000.0,22230000000.0,242892768.08
AEE,2013-12-31,947000000.0,-60000000.0,43000000.0,5.0,-1379000000.0,1.0,30000000.0,60000000.0,2000000.0,3490000000.0,80.0,1227000000.0,16205000000.0,40.0,2348000000.0,311000000.0,526000000.0,-17000000.0,-156000000.0,247000000.0,-179000000.0,295000000.0,295000000.0,1184000000.0,20.0,5.0,907000000.0,1972000000.0,21042000000.0,247899159.664
AEE,2014-12-31,842000000.0,31000000.0,57000000.0,9.0,-1785000000.0,0.0,5000000.0,3000000.0,2000000.0,3586000000.0,75.0,1311000000.0,17424000000.0,41.0,2467000000.0,377000000.0,524000000.0,-8000000.0,-72000000.0,547000000.0,-25000000.0,592000000.0,592000000.0,1254000000.0,21.0,10.0,1103000000.0,1694000000.0,22289000000.0,244628099.174
AEE,2015-12-31,909000000.0,83000000.0,44000000.0,9.0,-1917000000.0,14.0,292000000.0,-14000000.0,2000000.0,3501000000.0,92.0,1303000000.0,18799000000.0,43.0,2597000000.0,363000000.0,538000000.0,-2000000.0,-91000000.0,664000000.0,287000000.0,636000000.0,636000000.0,1259000000.0,21.0,10.0,1331000000.0,1917000000.0,23640000000.0,244615384.615
AEP,2012-12-31,2185000000.0,-16000000.0,154000000.0,8.0,-3025000000.0,10.0,355000000.0,-224000000.0,3289000000.0,6395000000.0,67.0,2810000000.0,38763000000.0,57.0,8550000000.0,604000000.0,1519000000.0,-180000000.0,191000000.0,473000000.0,58000000.0,1259000000.0,1259000000.0,2656000000.0,18.0,8.0,6236000000.0,4589000000.0,54367000000.0,484230769.231
AEP,2013-12-31,2333000000.0,22900000.0,160800000.0,9.0,-3616400000.0,9.0,188000000.0,119200000.0,3303000000.0,6722300000.0,71.0,2983300000.0,40997000000.0,55.0,8091200000.0,677700000.0,1423000000.0,-112200000.0,117700000.0,317000000.0,-161200000.0,1484200000.0,1480500000.0,2822500000.0,19.0,10.0,6766000000.0,4310000000.0,56414000000.0,488223684.211
AEP,2014-12-31,2360000000.0,-60300000.0,143500000.0,10.0,-4130000000.0,8.0,257700000.0,100800000.0,3313300000.0,7685700000.0,56.0,3270900000.0,43635100000.0,53.0,8692900000.0,902600000.0,1316600000.0,-152100000.0,162800000.0,767400000.0,45000000.0,1638000000.0,1633800000.0,3127400000.0,19.0,10.0,7406600000.0,4478100000.0,59544600000.0,490419161.677
AEP,2015-12-31,2624000000.0,200200000.0,163300000.0,11.0,-4508000000.0,9.0,283700000.0,-38600000.0,3324000000.0,7433500000.0,57.0,3496800000.0,46133200000.0,55.0,9019700000.0,919600000.0,1339400000.0,-60000000.0,87600000.0,393700000.0,13900000.0,2052300000.0,2047100000.0,3333500000.0,20.0,12.0,8398300000.0,4072400000.0,61683100000.0,
AFL,2012-12-31,3858000000.0,-199000000.0,0.0,18.0,0.0,,2041000000.0,0.0,67000000.0,17074000000.0,,4563000000.0,564000000.0,33.0,8290000000.0,1436000000.0,0.0,-17472000000.0,12717000000.0,2622000000.0,-208000000.0,2866000000.0,2866000000.0,4302000000.0,17.0,11.0,17387000000.0,0.0,1.31094e+11,466775244.3
AFL,2013-12-31,3718000000.0,-8000000.0,0.0,22.0,0.0,,2543000000.0,0.0,67000000.0,15341000000.0,,5109000000.0,481000000.0,36.0,8598000000.0,1658000000.0,0.0,-11056000000.0,7799000000.0,2490000000.0,502000000.0,3158000000.0,3158000000.0,4816000000.0,20.0,13.0,19885000000.0,0.0,1.21307e+11,464411764.706
AFL,2014-12-31,5293000000.0,-7000000.0,0.0,16.0,0.0,,4658000000.0,0.0,67000000.0,14373000000.0,,4808000000.0,429000000.0,37.0,8355000000.0,1540000000.0,0.0,-4271000000.0,3737000000.0,1668000000.0,2115000000.0,2951000000.0,2951000000.0,4491000000.0,20.0,13.0,22156000000.0,0.0,1.19767e+11,451223241.59
AFL,2015-12-31,4340000000.0,147000000.0,0.0,14.0,0.0,,4350000000.0,0.0,67000000.0,13049000000.0,,4151000000.0,427000000.0,37.0,7823000000.0,1329000000.0,0.0,-4811000000.0,3488000000.0,-18000000.0,-308000000.0,2533000000.0,2533000000.0,3862000000.0,19.0,12.0,24007000000.0,0.0,1.18296e+11,430782312.925
AIG,2012-12-31,0.0,3085000000.0,-6768000000.0,4.0,0.0,,1151000000.0,0.0,4766000000.0,37745000000.0,,5210000000.0,0.0,47.0,33469000000.0,-808000000.0,0.0,16730000000.0,-1255000000.0,-2489000000.0,-260000000.0,3438000000.0,3438000000.0,2891000000.0,4.0,5.0,14176000000.0,0.0,5.48633e+11,
AIG,2013-12-31,0.0,2174000000.0,-699000000.0,9.0,0.0,,2241000000.0,0.0,4766000000.0,34660000000.0,,11510000000.0,0.0,50.0,34214000000.0,360000000.0,0.0,7049000000.0,-437000000.0,-8962000000.0,1114000000.0,9085000000.0,9085000000.0,9368000000.0,14.0,13.0,22965000000.0,0.0,5.41329e+11,1474837662.34
AIG,2014-12-31,0.0,2692000000.0,-85000000.0,7.0,0.0,,1758000000.0,0.0,4766000000.0,33611000000.0,,12219000000.0,0.0,48.0,30795000000.0,2927000000.0,0.0,14406000000.0,2190000000.0,-9473000000.0,-571000000.0,7529000000.0,7529000000.0,10501000000.0,16.0,12.0,29775000000.0,0.0,5.15581e+11,1428652751.42
AIG,2015-12-31,0.0,1455000000.0,-767000000.0,2.0,0.0,,1629000000.0,0.0,4766000000.0,36581000000.0,,4562000000.0,0.0,37.0,21746000000.0,1059000000.0,0.0,8514000000.0,548000000.0,-2938000000.0,-129000000.0,2196000000.0,2196000000.0,3281000000.0,6.0,4.0,30943000000.0,0.0,4.96943e+11,1299408284.02
AIV,2012-12-31,344358000.0,30716000.0,30743000.0,14.0,-359926000.0,,229998000.0,0.0,1456000.0,386355000.0,,209759000.0,5234961000.0,60.0,572156000.0,-858000.0,0.0,8306000.0,-67138000.0,-204539000.0,-6653000.0,132456000.0,82146000.0,179016000.0,19.0,14.0,-2863287000.0,0.0,6401380000.0,217140983.607
AIV,2013-12-31,330756000.0,4592000.0,20666000.0,21.0,-401629000.0,,182788000.0,0.0,1459000.0,380051000.0,,269685000.0,5391209000.0,61.0,594002000.0,-1959000.0,0.0,-116098000.0,-28541000.0,-188911000.0,-28662000.0,207290000.0,203673000.0,249019000.0,26.0,21.0,-2798853000.0,0.0,6079413000.0,148064285.714
AIV,2014-12-31,320996000.0,9039000.0,6049000.0,25.0,-651365000.0,,120416000.0,0.0,1464000.0,380964000.0,,268399000.0,5472779000.0,61.0,603399000.0,-20047000.0,0.0,26315000.0,-29895000.0,-263166000.0,-26780000.0,309249000.0,300220000.0,262350000.0,27.0,31.0,-2649542000.0,0.0,6097028000.0,150120873.786
AIV,2015-12-31,355098000.0,619000.0,7336000.0,15.0,-536627000.0,,137745000.0,0.0,1563000.0,365248000.0,,263551000.0,5529461000.0,63.0,616062000.0,-27524000.0,0.0,-429000.0,-22334000.0,-247022000.0,21818000.0,248710000.0,235966000.0,256215000.0,26.0,25.0,-2596917000.0,0.0,6144194000.0,163625000.0
AIZ,2013-12-31,1901799000.0,259904000.0,0.0,10.0,-52326000.0,,1717184000.0,-34682000.0,1482000.0,6709936000.0,,867434000.0,253630000.0,26.0,2337721000.0,300792000.0,0.0,-334289000.0,609638000.0,664951000.0,807780000.0,488907000.0,488907000.0,789699000.0,9.0,5.0,4415875000.0,0.0,29714689000.0,76631191.2226
AIZ,2014-12-31,2832604000.0,-1037596000.0,0.0,9.0,-83603000.0,,1318656000.0,-85742000.0,1490000.0,8093563000.0,,802532000.0,277645000.0,22.0,2288090000.0,273230000.0,0.0,136941000.0,1159016000.0,-467330000.0,-398528000.0,470907000.0,470907000.0,744137000.0,7.0,5.0,4809287000.0,0.0,31562466000.0,72225000.0
AIZ,2015-12-31,2182538000.0,-93895000.0,0.0,3.0,-114896000.0,,1288305000.0,-27269000.0,1497000.0,8666624000.0,,256297000.0,298414000.0,16.0,1658870000.0,59626000.0,0.0,236527000.0,294043000.0,0.0,-30351000.0,141555000.0,141555000.0,201181000.0,2.0,1.0,4856674000.0,0.0,30036402000.0,68055288.4615
AIZ,2016-12-31,2080962000.0,9275000.0,-23031000.0,14.0,-85233000.0,,1031971000.0,4579000.0,1504000.0,5251228000.0,,906207000.0,343572000.0,30.0,2280552000.0,283238000.0,0.0,822048000.0,192711000.0,-123406000.0,-256334000.0,565350000.0,565350000.0,848588000.0,11.0,8.0,5296678000.0,0.0,29709128000.0,
AJG,2013-12-31,2525300000.0,-91300000.0,0.0,13.0,-93600000.0,,1325500000.0,0.0,133600000.0,0.0,,341100000.0,160400000.0,100.0,3179600000.0,6400000.0,0.0,0.0,161300000.0,601500000.0,-4000000.0,268600000.0,268600000.0,291000000.0,9.0,8.0,596400000.0,0.0,6860500000.0,129134615.385
AJG,2014-12-31,3247000000.0,69300000.0,0.0,9.0,-81500000.0,,1682000000.0,0.0,164600000.0,0.0,,380500000.0,195400000.0,100.0,4626500000.0,-36000000.0,0.0,0.0,256500000.0,817000000.0,16300000.0,303400000.0,303400000.0,291500000.0,6.0,7.0,676000000.0,0.0,10010000000.0,153232323.232
AJG,2015-12-31,3689800000.0,-258900000.0,0.0,10.0,-99000000.0,,1892500000.0,0.0,176900000.0,0.0,,396500000.0,249000000.0,100.0,5392400000.0,-95600000.0,0.0,0.0,605900000.0,78900000.0,166000000.0,356800000.0,356800000.0,293500000.0,5.0,7.0,774500000.0,0.0,10910500000.0,172367149.758
AJG,2016-12-31,3768200000.0,-240000000.0,0.0,12.0,-217800000.0,,1937600000.0,0.0,178300000.0,0.0,,466700000.0,377600000.0,100.0,5594800000.0,-88100000.0,0.0,0.0,411200000.0,396800000.0,65100000.0,414400000.0,414400000.0,356900000.0,6.0,7.0,916400000.0,0.0,11489600000.0,
